mode,axis,story_id,topic_idx,condition,label,direction,strength,margin,delta_margin
baseline,warmth,high_warmth_t019_s00004,19,high_warmth,1,baseline,0.0,8.5,0.0
baseline,warmth,high_warmth_t003_s00028,3,high_warmth,1,baseline,0.0,7.625,0.0
baseline,warmth,high_warmth_t008_s00048,8,high_warmth,1,baseline,0.0,8.0,0.0
baseline,warmth,high_warmth_t035_s00092,35,high_warmth,1,baseline,0.0,8.125,0.0
baseline,warmth,high_warmth_t056_s00128,56,high_warmth,1,baseline,0.0,7.875,0.0
baseline,warmth,high_warmth_t057_s00132,57,high_warmth,1,baseline,0.0,8.0,0.0
baseline,warmth,high_warmth_t066_s00140,66,high_warmth,1,baseline,0.0,8.125,0.0
baseline,warmth,high_warmth_t078_s00164,78,high_warmth,1,baseline,0.0,8.25,0.0
baseline,warmth,high_warmth_t079_s00168,79,high_warmth,1,baseline,0.0,7.375,0.0
baseline,warmth,high_warmth_t097_s00196,97,high_warmth,1,baseline,0.0,8.0,0.0
baseline,warmth,low_warmth_t019_s00005,19,low_warmth,0,baseline,0.0,-7.875,0.0
baseline,warmth,low_warmth_t003_s00029,3,low_warmth,0,baseline,0.0,-8.75,0.0
baseline,warmth,low_warmth_t008_s00049,8,low_warmth,0,baseline,0.0,-7.375,0.0
baseline,warmth,low_warmth_t035_s00093,35,low_warmth,0,baseline,0.0,-8.125,0.0
baseline,warmth,low_warmth_t056_s00129,56,low_warmth,0,baseline,0.0,-7.75,0.0
baseline,warmth,low_warmth_t057_s00133,57,low_warmth,0,baseline,0.0,-8.125,0.0
baseline,warmth,low_warmth_t066_s00141,66,low_warmth,0,baseline,0.0,-8.0,0.0
baseline,warmth,low_warmth_t078_s00165,78,low_warmth,0,baseline,0.0,-7.875,0.0
baseline,warmth,low_warmth_t079_s00169,79,low_warmth,0,baseline,0.0,-7.875,0.0
baseline,warmth,low_warmth_t097_s00197,97,low_warmth,0,baseline,0.0,-8.375,0.0
steering,warmth,high_warmth_t019_s00004,19,high_warmth,1,raw_dense,-0.1,6.125,-2.375
steering,warmth,high_warmth_t003_s00028,3,high_warmth,1,raw_dense,-0.1,5.875,-1.75
steering,warmth,high_warmth_t008_s00048,8,high_warmth,1,raw_dense,-0.1,6.375,-1.625
steering,warmth,high_warmth_t035_s00092,35,high_warmth,1,raw_dense,-0.1,6.25,-1.875
steering,warmth,high_warmth_t056_s00128,56,high_warmth,1,raw_dense,-0.1,6.125,-1.75
steering,warmth,high_warmth_t057_s00132,57,high_warmth,1,raw_dense,-0.1,6.125,-1.875
steering,warmth,high_warmth_t066_s00140,66,high_warmth,1,raw_dense,-0.1,6.25,-1.875
steering,warmth,high_warmth_t078_s00164,78,high_warmth,1,raw_dense,-0.1,6.875,-1.375
steering,warmth,high_warmth_t079_s00168,79,high_warmth,1,raw_dense,-0.1,6.0,-1.375
steering,warmth,high_warmth_t097_s00196,97,high_warmth,1,raw_dense,-0.1,6.5,-1.5
steering,warmth,low_warmth_t019_s00005,19,low_warmth,0,raw_dense,-0.1,-10.125,-2.25
steering,warmth,low_warmth_t003_s00029,3,low_warmth,0,raw_dense,-0.1,-10.0,-1.25
steering,warmth,low_warmth_t008_s00049,8,low_warmth,0,raw_dense,-0.1,-8.75,-1.375
steering,warmth,low_warmth_t035_s00093,35,low_warmth,0,raw_dense,-0.1,-9.625,-1.5
steering,warmth,low_warmth_t056_s00129,56,low_warmth,0,raw_dense,-0.1,-9.75,-2.0
steering,warmth,low_warmth_t057_s00133,57,low_warmth,0,raw_dense,-0.1,-10.375,-2.25
steering,warmth,low_warmth_t066_s00141,66,low_warmth,0,raw_dense,-0.1,-10.125,-2.125
steering,warmth,low_warmth_t078_s00165,78,low_warmth,0,raw_dense,-0.1,-10.125,-2.25
steering,warmth,low_warmth_t079_s00169,79,low_warmth,0,raw_dense,-0.1,-9.875,-2.0
steering,warmth,low_warmth_t097_s00197,97,low_warmth,0,raw_dense,-0.1,-9.875,-1.5
steering,warmth,high_warmth_t019_s00004,19,high_warmth,1,raw_dense,-0.05,7.375,-1.125
steering,warmth,high_warmth_t003_s00028,3,high_warmth,1,raw_dense,-0.05,7.0,-0.625
steering,warmth,high_warmth_t008_s00048,8,high_warmth,1,raw_dense,-0.05,7.625,-0.375
steering,warmth,high_warmth_t035_s00092,35,high_warmth,1,raw_dense,-0.05,7.5,-0.625
steering,warmth,high_warmth_t056_s00128,56,high_warmth,1,raw_dense,-0.05,7.125,-0.75
